,img_path,file,src_age,src_gender,src_race,src_timestamp,pred_race,pred_gender,pred_age_grp,pred_age_lower,pred_age_upper,pred_model
0,part3/100_1_0_20170119212053665.jpg,100_1_0_20170119212053665.jpg,100,Female,White,20170119212053665,Asian,Female,70-130,70,130,FairFace
1,part3/10_0_0_20170116201102149.jpg,10_0_0_20170116201102149.jpg,10,Male,White,20170116201102149,White,Female,3-9,3,9,FairFace
2,part3/10_0_0_20170120220628194.jpg,10_0_0_20170120220628194.jpg,10,Male,White,20170120220628194,Asian,Male,20-29,20,29,FairFace
3,part3/10_0_1_20170116225209209.jpg,10_0_1_20170116225209209.jpg,10,Male,Black,20170116225209209,Black,Male,3-9,3,9,FairFace
4,part3/10_1_1_20170116225209209.jpg,10_1_1_20170116225209209.jpg,10,Female,Black,20170116225209209,Other,Male,3-9,3,9,FairFace
5,part3/10_1_3_20170119150820222.jpg,10_1_3_20170119150820222.jpg,10,Female,Indian,20170119150820222,Asian,Female,10-19,10,19,FairFace
6,part3/110_1_0_20170120134701015.jpg,110_1_0_20170120134701015.jpg,110,Female,White,20170120134701015,Asian,Male,20-29,20,29,FairFace
7,part3/111_1_0_20170120134646399.jpg,111_1_0_20170120134646399.jpg,111,Female,White,20170120134646399,Indian,Female,20-29,20,29,FairFace
8,part3/115_1_0_20170120134725990.jpg,115_1_0_20170120134725990.jpg,115,Female,White,20170120134725990,Asian,Male,20-29,20,29,FairFace
9,part3/115_1_0_20170120134725991.jpg,115_1_0_20170120134725991.jpg,115,Female,White,20170120134725991,Other,Male,20-29,20,29,FairFace
10,part3/116_1_0_20170120134921760.jpg,116_1_0_20170120134921760.jpg,116,Female,White,20170120134921760,White,Female,20-29,20,29,FairFace
11,part3/116_1_3_20170120134744096.jpg,116_1_3_20170120134744096.jpg,116,Female,Indian,20170120134744096,Other,Female,20-29,20,29,FairFace
12,part3/11_1_0_20170117133441179.jpg,11_1_0_20170117133441179.jpg,11,Female,White,20170117133441179,Asian,Male,3-9,3,9,FairFace
13,part3/13_0_3_20170119153840721.jpg,13_0_3_20170119153840721.jpg,13,Male,Indian,20170119153840721,Indian,Male,3-9,3,9,FairFace
14,part3/13_1_0_20170120133325603.jpg,13_1_0_20170120133325603.jpg,13,Female,White,20170120133325603,White,Male,10-19,10,19,FairFace
15,part3/14_0_0_20170116204045849.jpg,14_0_0_20170116204045849.jpg,14,Male,White,20170116204045849,Asian,Male,3-9,3,9,FairFace
16,part3/14_0_0_20170116211955846.jpg,14_0_0_20170116211955846.jpg,14,Male,White,20170116211955846,Other,Male,3-9,3,9,FairFace
17,part3/14_0_0_20170120133332421.jpg,14_0_0_20170120133332421.jpg,14,Male,White,20170120133332421,Asian,Male,20-29,20,29,FairFace
18,part3/14_0_1_20170116205011065.jpg,14_0_1_20170116205011065.jpg,14,Male,Black,20170116205011065,Black,Male,40-49,40,49,FairFace
19,part3/14_1_0_20170119150832998.jpg,14_1_0_20170119150832998.jpg,14,Female,White,20170119150832998,Asian,Female,20-29,20,29,FairFace
